life_expectancy,adult_mortality,infant_deaths,alcohol,percentage_expenditure,hepatitis_b,measles,bmi,under-five_deaths,polio,total_expenditure,diphtheria,hiv/aids,gdp,population,thinness_10-19_years,thinness_5-9_years,income_composition_of_resources
54.0,329.0,12,4.24,17.85870796,,4,21.5,17,47.0,8.77,31.0,3.2,149.4452549,3176414.0,8.5,8.5,0.335
50.0,42.0,13,4.21,9.758449266,,142,21.1,18,49.0,3.44,35.0,3.2,133.494518,3116233.0,8.7,8.7,0.373
56.0,371.0,13,4.27,10.424369,,131,2.7,19,51.0,5.43,39.0,3.1,177.285187,362863.0,8.8,8.9,0.376
51.5,333.0,14,4.4,16.72142854,,831,2.4,20,54.0,6.41,42.0,3.1,174.18154730000003,2991132.0,9.0,9.0,0.386
51.9,39.0,14,4.46,12.19709744,,831,2.2,20,56.0,5.91,46.0,3.1,183.4149991,2884522.0,9.2,9.2,0.33799999999999997
72.7,138.0,1,,0.0,97.0,82,64.8,2,97.0,,97.0,0.1,,,5.8,5.5,0.7190000000000001
72.4,143.0,2,0.01,0.0,94.0,372,63.8,2,94.0,4.97,94.0,0.1,,,5.7,5.5,0.73
72.9,134.0,2,0.01,0.0,96.0,0,62.8,2,96.0,4.33,96.0,0.1,,,5.7,5.5,0.735
72.9,133.0,2,0.01,0.0,98.0,320,61.8,2,98.0,4.3,98.0,0.1,,,5.6,5.4,0.706
71.3,161.0,2,0.01,36.11567366,98.0,0,6.9,2,98.0,4.77,98.0,0.1,562.549434,,5.6,5.4,0.7559999999999999
72.8,132.0,2,0.01,52.50394196,98.0,0,59.9,2,98.0,3.5,98.0,0.1,1212.56217,,5.6,5.4,0.755
72.7,132.0,2,0.01,63.55170297,98.0,329,59.0,2,98.0,3.16,98.0,0.1,1296.97353,,5.6,5.4,0.757
72.6,132.0,2,0.01,532.6700005,98.0,8,58.2,2,98.0,3.1,98.0,0.1,14396.4865,,5.5,5.4,0.757
72.5,132.0,2,0.01,54.878910600000005,98.0,59,57.4,3,98.0,3.1,98.0,0.1,1138.5666099999999,,5.5,5.4,0.7559999999999999
72.2,134.0,2,0.01,493.415341,98.0,1,56.7,3,98.0,3.1,98.0,0.1,9344.987518,,5.5,5.4,0.752
71.9,138.0,2,0.01,472.3047034,97.0,292,56.0,3,98.0,3.1,98.0,0.1,8171.361651,,5.5,5.4,0.748
71.5,141.0,2,0.01,31.80653288,99.0,831,55.3,3,97.0,3.46,97.0,0.1,586.8364,,5.5,5.4,0.747
71.3,144.0,3,0.01,295.1166511,96.0,0,54.6,3,95.0,4.6,95.0,0.1,4676.96753,,5.6,5.4,0.74
71.1,146.0,3,0.01,29.13434871,91.0,831,54.0,3,93.0,4.57,93.0,0.1,375.442638,,5.6,5.4,0.736
71.0,147.0,3,0.01,362.38179510000003,93.0,633,53.4,3,94.0,4.6,94.0,0.1,6269.58123,,5.6,5.5,0.732
78.0,148.0,3,0.01,457.3202236000001,92.0,0,52.8,3,94.0,3.41,94.0,0.1,7145.628494,,5.7,5.5,0.727
73.6,165.0,0,,0.0,94.0,50,62.4,0,93.0,,93.0,0.1,14252.428530000001,29491.0,2.6,2.6,0.846
73.4,169.0,0,15.19,1077.712092,94.0,11,61.9,0,93.0,6.55,93.0,0.1,16554.97139,2932367.0,2.6,2.7,0.841
73.0,178.0,0,15.04,1077.712092,93.0,35,61.4,0,93.0,6.59,93.0,0.1,15712.82376,2957689.0,2.7,2.7,0.8340000000000001
73.0,176.0,0,15.14,1077.712092,93.0,0,6.9,0,93.0,6.67,93.0,0.1,14341.836000000001,2987773.0,2.7,2.7,0.83
72.8,18.0,0,12.66,1077.712092,95.0,7,6.5,0,92.0,6.86,92.0,0.1,14357.73679,328115.0,2.7,2.8,0.826
72.4,188.0,0,12.9,1077.712092,94.0,2,6.0,0,95.0,7.9,95.0,0.1,11984.86857,397282.0,2.8,2.8,0.8240000000000001
72.2,192.0,0,12.4,1077.712092,95.0,0,59.7,0,98.0,7.53,98.0,0.1,11837.3913,3162916.0,2.8,2.9,0.825
71.1,224.0,0,13.3,1077.712092,96.0,1,59.3,0,96.0,6.61,96.0,0.1,14961.568180000002,3198231.0,2.9,2.9,0.82
72.0,24.0,0,13.4,1077.712092,96.0,0,59.0,0,95.0,6.22,95.0,0.1,12297.91535,3231294.0,2.9,3.0,0.812
76.0,229.0,0,12.7,116.50496100000001,95.0,1,58.7,0,94.0,6.2,94.0,0.1,924.642548,326999.0,3.0,3.0,0.807
78.0,222.0,0,12.3,913.6995289999999,95.0,1,58.4,0,93.0,5.83,94.0,0.1,7863.1629,3322528.0,3.0,3.1,0.7979999999999999
71.6,24.0,0,12.1,76.36187737,94.0,1,58.1,0,9.0,5.67,94.0,0.1,676.966998,337775.0,3.1,3.1,0.792
71.6,22.0,0,11.29,80.99710054,95.0,1,57.8,0,91.0,6.46,94.0,0.1,555.535669,3415213.0,3.2,3.2,0.78
71.4,22.0,0,11.0,561.9168642000001,94.0,103,57.5,0,97.0,6.4,95.0,0.1,4146.9879280000005,344367.0,3.3,3.3,0.77
71.2,21.0,0,10.2,42.87208671,95.0,7,57.2,0,97.0,6.26,95.0,0.1,353.147337,347818.0,3.3,3.3,0.757
71.6,2.0,0,9.87,373.26055319999995,98.0,19,56.9,0,92.0,6.46,94.0,0.1,3297.35471,3499536.0,3.4,3.4,0.745
82.0,63.0,0,,0.0,94.0,0,61.3,0,99.0,,98.0,0.1,1199.8223,56964.0,1.0,0.9,0.8959999999999999
81.7,65.0,0,11.12,1077.712092,94.0,0,6.9,0,99.0,6.94,98.0,0.1,119172.7418,556319.0,1.0,0.9,0.892
81.4,68.0,0,11.02,1077.712092,94.0,0,6.5,0,99.0,7.1,98.0,0.1,113751.85,54336.0,0.9,0.9,0.892
81.1,7.0,0,11.34,1077.712092,94.0,2,6.1,0,99.0,7.18,98.0,0.1,16749.136000000002,53946.0,0.9,0.9,0.892
88.0,72.0,0,11.5,1077.712092,95.0,6,59.6,0,96.0,7.34,98.0,0.1,115761.57699999999,518347.0,0.9,0.9,0.894
86.0,73.0,0,11.36,1077.712092,94.0,0,59.2,0,96.0,7.68,98.0,0.1,14965.361,56953.0,0.9,0.9,0.884
83.0,76.0,0,11.42,1077.712092,95.0,0,58.8,0,96.0,8.11,98.0,0.1,13198.6693,497783.0,0.9,0.9,0.888
80.0,8.0,0,11.53,1077.712092,94.0,1,58.4,0,96.0,7.34,98.0,0.1,114293.8433,48865.0,0.9,0.9,0.887
79.7,82.0,0,11.75,267.051312,87.0,0,57.9,0,96.0,6.8,98.0,0.1,1618.4928,479993.0,0.9,0.9,0.877
79.4,85.0,0,11.98,1077.712092,95.0,8,57.5,0,99.0,7.75,98.0,0.1,89739.7117,472637.0,0.9,0.9,0.88
78.8,9.0,0,11.84,1077.712092,95.0,0,57.0,0,99.0,7.95,98.0,0.1,8289.696409999999,465158.0,1.0,0.9,0.8740000000000001
78.7,92.0,0,12.42,1077.712092,94.0,0,56.4,0,99.0,8.2,98.0,0.1,75716.3518,45895.0,1.0,0.9,0.867
78.6,92.0,0,12.61,1077.712092,95.0,1,55.8,0,99.0,7.67,98.0,0.1,65445.8853,45163.0,1.0,0.9,0.865
78.3,95.0,0,12.91,910.5062777999999,95.0,0,55.2,0,99.0,8.27,98.0,0.1,5293.64115,446175.0,1.0,0.9,0.86
78.0,96.0,0,12.89,1077.712092,86.0,0,54.6,0,99.0,7.4,98.0,0.1,48179.4285,441525.0,1.0,1.0,0.8540000000000001
77.8,98.0,0,13.14,1077.712092,77.0,0,54.0,0,99.0,7.48,98.0,0.1,48735.99549,4363.0,1.0,1.0,0.848
65.5,22.0,28,,0.0,69.0,3,2.5,38,71.0,,69.0,0.3,41.8575951,2423488.0,7.1,7.1,0.511
65.1,225.0,29,0.01,5.339065673,73.0,3,2.0,39,73.0,3.4,73.0,0.3,452.4631926,2358981.0,7.2,7.1,0.509
64.7,23.0,29,0.87,79.50882493,74.0,6,19.5,40,73.0,4.15,74.0,0.4,461.72372199999995,22961146.0,7.3,7.2,0.508
64.3,235.0,30,0.87,59.97914461,55.0,2,19.0,42,71.0,3.46,7.0,0.4,443.9611,22346573.0,7.4,7.3,0.506
63.8,241.0,31,0.97,78.79967196,73.0,0,18.5,43,73.0,4.24,73.0,0.4,454.963464,21743949.0,7.5,7.4,0.504
63.3,248.0,32,1.03,76.60442169,55.0,1,18.0,45,7.0,4.86,7.0,0.5,412.739341,2115164.0,7.6,7.5,0.503
62.8,254.0,33,0.91,71.16601203,77.0,0,17.6,47,76.0,4.7,77.0,0.5,415.6893226,2569121.0,7.7,7.6,0.5
62.3,259.0,34,0.68,6.448762615,77.0,3,17.1,49,77.0,4.5,77.0,0.5,47.733253999999995,19996469.0,7.8,7.7,0.491
61.9,261.0,35,0.71,55.43034455,84.0,0,16.7,51,83.0,4.98,84.0,0.6,377.8482928,19433523.0,7.9,7.8,0.483
61.4,263.0,36,0.68,38.41870375,82.0,2,16.3,54,83.0,5.11,85.0,0.6,292.157443,1888268.0,8.0,7.9,0.478
69.0,265.0,37,0.72,33.74786198,81.0,0,15.8,56,8.0,5.3,85.0,0.6,274.819723,18336724.0,8.1,8.0,0.473
64.0,267.0,38,0.81,23.72796328,71.0,831,15.4,58,74.0,4.89,78.0,0.6,245.1235876,1782997.0,8.2,8.1,0.466
59.9,268.0,40,0.93,37.12894787,61.0,831,15.0,60,65.0,4.81,66.0,0.7,316.7998965,17279141.0,8.3,8.3,0.457
59.3,271.0,41,0.9,47.5262138,55.0,831,14.7,63,61.0,5.29,62.0,0.7,262.28594810000004,16765117.0,8.5,8.4,0.462
58.7,276.0,42,1.05,42.56331585,,831,14.3,65,6.0,5.17,6.0,0.7,278.555732,1626932.0,8.6,8.5,0.456
57.9,283.0,44,1.16,35.66125056,,831,13.9,68,58.0,5.8,57.0,0.6,245.93965899999998,1576686.0,8.7,8.6,0.0
58.3,365.0,26,,0.0,88.0,0,19.6,38,88.0,,88.0,4.2,362.65754439999995,1757367.0,6.4,6.2,0.473
57.6,377.0,27,0.01,59.48744893,91.0,3,19.2,40,87.0,11.38,91.0,4.2,354.7253961,1768838.0,6.5,6.3,0.466
56.7,394.0,29,0.01,55.83107625,89.0,1,18.8,42,89.0,3.1,89.0,4.2,332.922339,16577147.0,6.5,6.4,0.45899999999999996
55.3,42.0,31,0.01,82.76865922,96.0,11,18.4,46,95.0,12.6,96.0,4.2,374.51882,169735.0,6.6,6.5,0.45399999999999996
54.1,436.0,32,1.23,13.77617463,97.0,26,18.0,50,97.0,11.67,97.0,4.2,512.125451,15627618.0,6.7,6.6,0.444
52.9,436.0,35,1.08,9.728005297000001,93.0,831,17.6,54,86.0,3.1,93.0,4.2,458.8681744,1516795.0,6.8,6.7,0.43
51.5,436.0,36,1.16,7.915071247999999,93.0,21,17.3,56,93.0,3.1,93.0,4.2,42.737965700000004,1471462.0,6.9,6.8,0.415
50.0,436.0,36,1.27,74.34482999,91.0,20,16.9,58,92.0,3.1,91.0,4.2,372.842678,14271234.0,7.0,6.9,0.4
48.5,436.0,37,1.18,4.269511381,87.0,143,16.6,59,88.0,9.31,87.0,4.2,32.2227274,1384969.0,7.1,7.0,0.387
47.1,436.0,38,1.18,6.847033785,99.0,1,16.2,61,99.0,8.99,98.0,4.2,297.6971211,13429262.0,7.3,7.1,0.377
46.0,66.0,39,1.04,5.670640102,93.0,184,15.9,62,94.0,8.2,93.0,4.2,28.3673842,1339711.0,7.4,7.2,0.371
45.6,436.0,40,1.11,58.13583343,89.0,831,15.5,65,94.0,7.82,89.0,4.2,274.2256294,1267638.0,7.5,7.4,0.366
45.6,436.0,43,1.08,4.3753160939999995,84.0,167,15.2,70,85.0,6.35,84.0,4.2,26.152517,12336687.0,7.6,7.5,0.36200000000000004
45.6,67.0,46,1.1,3.885394742,64.0,92,14.8,75,79.0,4.82,64.0,4.2,29.979897700000002,1213711.0,7.7,7.6,0.38799999999999996
45.6,436.0,48,1.15,12.79760626,,150,14.4,80,86.0,5.7,9.0,4.2,146.7615397,11695863.0,7.9,7.7,0.387
45.6,436.0,51,1.18,13.76270195,,304,14.1,84,73.0,6.7,75.0,4.2,153.2594872,11376172.0,8.0,7.9,0.391
75.0,123.0,4,,0.0,99.0,831,4.6,4,99.0,,98.0,0.1,9643.644683,3723155.0,7.5,7.3,0.787
74.8,126.0,4,0.52,721.3655432,96.0,221,39.5,4,97.0,4.17,97.0,0.1,11183.96191,322817.0,7.6,7.4,0.7829999999999999
74.6,128.0,3,0.53,110.6779711,96.0,195,38.5,4,97.0,4.2,97.0,0.1,1882.2784199999999,2976724.0,7.8,7.6,0.779
74.5,129.0,3,0.53,101.609245,97.0,831,37.4,4,97.0,4.1,97.0,0.1,1779.4964100000002,2917456.0,7.9,7.7,0.7759999999999999
74.3,13.0,3,0.51,9.23002632,96.0,831,36.3,4,96.0,3.89,96.0,0.1,145.1262,28635128.0,8.0,7.8,0.774
74.1,131.0,3,0.49,65.56659662,96.0,73,35.3,4,96.0,3.99,96.0,0.1,971.3569869999999,28112289.0,8.2,8.0,0.764
74.0,131.0,3,0.47,431.5452472,96.0,153,34.4,4,97.0,3.97,97.0,0.1,7326.744435,2765383.0,8.3,8.2,0.7559999999999999
73.8,132.0,3,0.47,438.45192139999995,97.0,334,33.4,4,97.0,3.47,97.0,0.1,8513.629541,2711169.0,8.5,8.3,0.747
73.7,133.0,3,0.43,409.9812523,96.0,394,32.5,4,97.0,3.61,97.0,0.1,7269.17114,26625845.0,8.7,8.5,0.736
73.6,134.0,3,0.42,365.91139780000003,95.0,564,31.6,4,95.0,3.65,95.0,0.1,6222.9829549999995,26143566.0,8.8,8.6,0.732
73.4,135.0,3,0.46,297.5913833,96.0,831,3.7,4,96.0,3.29,96.0,0.1,5593.822995,25659393.0,9.0,8.8,0.7340000000000001
73.2,137.0,3,0.49,315.6639322,94.0,831,29.8,4,95.0,3.74,95.0,0.1,4955.477743,2517419.0,9.2,8.9,0.731
73.1,138.0,3,0.48,264.24961290000005,95.0,632,28.8,4,96.0,3.95,96.0,0.1,4463.675893,2468873.0,9.3,9.1,0.7240000000000001
72.9,14.0,4,0.49,216.70294810000001,95.0,408,27.9,4,94.0,3.4,94.0,0.1,4167.364387,24198811.0,9.5,9.3,0.723
72.7,144.0,4,0.53,210.2417002,95.0,831,27.0,5,95.0,3.4,96.0,0.1,3915.11546,2369897.0,9.7,9.4,0.725
72.4,149.0,4,0.54,23.37167228,97.0,831,26.0,5,98.0,3.4,98.0,0.1,445.17470999999995,2318568.0,9.8,9.6,0.715
78.5,61.0,0,,0.0,99.0,0,27.4,0,99.0,,98.0,0.1,8395.785198,49163.0,13.6,13.6,0.701
78.2,62.0,0,0.01,1077.712092,99.0,0,26.2,0,99.0,13.73,98.0,0.1,7716.2415,41.0,13.6,13.7,0.693
77.9,64.0,0,0.01,1077.712092,99.0,0,25.1,0,99.0,11.16,98.0,0.1,7112.33575,393.0,13.7,13.8,0.6829999999999999
77.6,65.0,0,0.01,1077.712092,99.0,0,24.1,0,99.0,9.16,98.0,0.1,6541.7465,385.0,13.8,13.9,0.675
77.3,67.0,0,1.92,1077.712092,96.0,0,23.1,0,96.0,8.11,96.0,0.1,6497.55443,377.0,13.9,14.0,0.6629999999999999
76.7,73.0,0,1.83,91.13971812,97.0,0,22.1,0,97.0,7.93,96.0,0.1,633.79498,367.0,14.0,14.1,0.653
76.3,75.0,0,1.59,100.50302099999999,98.0,6,21.2,0,98.0,9.22,98.0,0.1,597.1659,36.0,14.1,14.2,0.6509999999999999
75.9,81.0,0,1.76,1077.712092,98.0,0,2.3,0,98.0,9.3,98.0,0.1,5828.621374,362.0,14.2,14.3,0.6409999999999999
75.4,82.0,0,1.78,6.491488597999999,98.0,20,19.5,0,98.0,6.64,98.0,0.1,52.862285,349.0,14.3,14.4,0.632
75.0,88.0,0,1.62,659.8499118,98.0,47,18.7,0,98.0,7.37,98.0,0.1,4428.522897999999,333.0,14.3,14.5,0.622
74.3,93.0,0,1.47,620.9518909,98.0,831,18.0,0,98.0,9.52,98.0,0.1,3488.4937689999997,321.0,14.4,14.5,0.625
73.4,16.0,0,1.6,611.9093566,97.0,37,17.3,0,96.0,5.89,96.0,0.1,3853.33348,312.0,14.5,14.6,0.617
72.7,112.0,0,1.75,491.4978908,98.0,75,16.7,0,98.0,5.9,98.0,0.1,3432.2478409999994,34.0,14.6,14.7,0.601
71.8,124.0,0,1.95,4.299053392,98.0,831,16.2,0,98.0,5.78,98.0,0.1,32.37239,297.0,14.6,14.7,0.597
78.0,129.0,0,1.98,41.30688803,98.0,0,15.6,0,97.0,5.84,98.0,0.1,298.67598,292.0,14.7,14.8,0.5870000000000001
69.6,139.0,0,1.83,300.1621026,96.0,20,15.2,0,98.0,8.0,98.0,0.1,2182.9971100000002,286.0,14.8,14.8,0.5770000000000001
58.2,266.0,52,,0.0,64.0,215,23.8,84,66.0,,64.0,1.5,729.725338,1746795.0,7.7,7.5,0.43799999999999994
57.8,272.0,52,0.01,46.56231672,73.0,290,23.2,85,74.0,6.86,73.0,1.6,825.5729915000001,16962846.0,7.9,7.7,0.43
57.3,275.0,53,0.01,36.86104319,69.0,221,22.5,86,7.0,6.58,69.0,1.6,777.659139,16477818.0,8.1,7.9,0.42100000000000004
57.2,27.0,53,0.01,96.5465827,66.0,341,21.9,88,72.0,6.47,66.0,1.5,777.3476868,16667.0,8.3,8.1,0.41100000000000003
56.8,271.0,54,0.61,101.81139959999999,66.0,24,21.3,90,72.0,6.59,66.0,1.5,835.88998,1554989.0,8.5,8.3,0.40399999999999997
56.5,273.0,54,0.6,9.585584394,72.0,831,2.7,91,77.0,6.35,73.0,1.5,78.37763199999999,157585.0,8.8,8.5,0.396
56.0,276.0,55,0.59,84.63438925,71.0,831,2.2,93,77.0,6.85,73.0,1.6,697.153124,1466597.0,9.0,8.8,0.385
55.5,278.0,55,0.57,102.1413744,74.0,98,19.6,94,74.0,6.74,74.0,1.6,689.6784227999999,14138216.0,9.2,9.0,0.36
55.0,282.0,56,0.55,81.84050069999999,74.0,2,19.0,96,76.0,6.97,74.0,1.7,595.6368319000001,1367566.0,9.4,9.3,0.363
54.3,288.0,57,0.53,67.70920683,55.0,128,18.5,98,79.0,6.56,78.0,1.8,521.6425796,1322764.0,9.7,9.5,0.35
53.6,29.0,57,0.55,60.21211141,83.0,33,18.0,101,78.0,6.34,77.0,1.9,487.94255599999997,12798763.0,9.9,9.7,0.33799999999999997
52.8,296.0,58,0.49,57.11644801,73.0,172,17.5,103,7.0,6.28,69.0,2.0,439.35729239999995,1239196.0,1.1,1.0,0.33299999999999996
52.0,299.0,59,0.54,6.6604517770000005,79.0,232,17.0,106,67.0,6.25,63.0,2.2,391.791281,125128.0,1.3,1.2,0.318
51.2,31.0,60,0.53,3.67646576,,717,16.5,108,65.0,6.32,61.0,2.3,334.22416,11638929.0,1.5,1.5,0.308
55.0,34.0,60,0.51,4.395885717,,831,16.1,110,56.0,6.39,49.0,2.4,36.847323700000004,11293258.0,1.8,1.7,0.297
49.8,37.0,60,0.47,23.94507124,,831,15.6,111,53.0,6.29,43.0,2.5,269.3483829,196769.0,11.0,1.9,0.29100000000000004
81.7,54.0,0,,0.0,95.0,2,65.6,0,97.0,,97.0,0.1,23819.4636,431874.0,0.8,0.8,0.853
81.4,55.0,0,8.49,409.6000248,55.0,0,65.6,0,99.0,9.75,98.0,0.1,2618.9259899999997,427364.0,0.8,0.8,0.847
81.1,57.0,0,8.58,374.29472830000003,94.0,0,65.6,0,99.0,9.89,98.0,0.1,2393.1888,423374.0,0.8,0.7,0.828
81.0,58.0,0,7.67,343.123395,93.0,0,65.6,0,99.0,9.95,98.0,0.1,2193.8836,419455.0,0.8,0.7,0.821
87.0,59.0,0,6.91,1077.712092,82.0,3,65.6,0,96.0,9.6,96.0,0.1,22821.847,416268.0,0.8,0.7,0.826
83.0,62.0,0,7.91,278.06870510000005,75.0,0,65.6,0,76.0,8.3,76.0,0.1,2187.7946899999997,41458.0,0.8,0.7,0.8190000000000001
82.0,63.0,0,7.38,335.5180568,86.0,1,65.6,0,73.0,8.33,73.0,0.1,2675.58259,412477.0,0.8,0.7,0.815
80.0,64.0,0,7.14,1077.712092,86.0,1,65.6,0,72.0,8.15,72.0,0.1,21928.767000000003,49379.0,0.7,0.7,0.813
79.6,65.0,0,7.45,1077.712092,82.0,2,65.6,0,76.0,8.36,74.0,0.1,19375.5696,46724.0,0.7,0.7,0.8079999999999999
79.3,66.0,0,8.84,1077.712092,86.0,1,65.6,0,83.0,8.93,85.0,0.1,16671.5672,4538.0,0.7,0.7,0.809
79.0,67.0,0,6.41,1077.712092,85.0,6,65.0,0,94.0,8.83,92.0,0.1,15835.346669999999,43834.0,0.7,0.7,0.805
78.7,69.0,0,6.53,203.31574990000001,85.0,4,64.5,0,89.0,8.46,89.0,0.1,1519.5497,41268.0,0.7,0.7,0.797
78.5,71.0,0,6.7,1077.712092,89.0,4,63.9,0,94.0,8.6,94.0,0.1,13689.98999,398582.0,0.7,0.7,0.79
78.2,75.0,0,5.73,1077.712092,,7,63.4,0,95.0,7.86,95.0,0.1,11843.9392,395969.0,0.7,0.7,0.7859999999999999
77.8,79.0,0,5.62,130.0150391,,2,62.8,0,95.0,7.11,95.0,0.1,1121.78636,39328.0,0.7,0.7,0.7829999999999999
77.5,8.0,0,5.59,134.3547253,,2,62.3,0,94.0,6.83,94.0,0.1,1139.5651,3987.0,0.8,0.7,0.779
,436.0,0,0.01,871.8783173,55.0,0,65.6,0,79.0,17.24,79.0,0.1,3617.7523539999997,,0.1,0.5,
63.1,25.0,8,,0.0,73.0,1,3.8,12,67.0,,73.0,0.9,1158.256469,4182341.0,7.8,7.5,0.513
63.0,26.0,8,0.01,80.92679802,84.0,14,3.1,12,84.0,3.77,84.0,0.9,1326.6688199999999,46392.0,8.0,7.7,0.509
62.7,28.0,8,0.01,8.88028118,55.0,62,29.4,12,8.0,3.63,8.0,1.1,145.57838,394617.0,8.1,7.9,0.501
62.5,29.0,8,0.01,62.48419552,55.0,35,28.8,12,8.0,3.36,8.0,1.2,1364.283745,383239.0,8.3,8.1,0.491
62.2,212.0,8,0.01,79.27658464,75.0,234,28.1,12,73.0,3.1,75.0,1.2,1393.261593,3717672.0,8.5,8.3,0.48700000000000004
62.0,214.0,8,0.01,8.353074798,64.0,831,27.4,12,52.0,3.28,64.0,1.2,123.383675,369543.0,8.7,8.5,0.484
61.7,215.0,8,0.01,11.14504291,64.0,322,26.8,12,63.0,3.79,64.0,1.2,146.83851,356288.0,8.9,8.7,0.47600000000000003
61.4,217.0,8,0.02,61.76263795,74.0,4,26.1,12,73.0,3.23,74.0,1.3,1167.535689,347541.0,9.2,8.9,0.475
61.2,219.0,8,0.02,7.35400072,74.0,11,25.5,12,75.0,3.54,75.0,1.3,113.3128,3312665.0,9.4,9.1,0.475
69.0,221.0,8,0.01,55.79836969,68.0,22,24.8,12,68.0,3.21,68.0,1.3,944.134851,322653.0,9.6,9.4,0.466
66.0,223.0,8,0.01,55.12187071,55.0,127,24.2,12,71.0,4.21,71.0,1.3,697.7451989,31372.0,9.8,9.6,0.461
64.0,224.0,8,0.01,5.00378288,,831,23.6,12,68.0,4.7,7.0,1.3,62.547286,342823.0,1.0,9.8,0.451
63.0,226.0,8,0.01,29.65370899,,831,22.9,12,75.0,4.53,76.0,1.3,528.5866129999999,2957117.0,1.3,1.1,0.447
62.0,228.0,7,0.02,4.113190741,,831,22.3,12,91.0,5.31,89.0,1.2,46.95423220000001,2873228.0,1.5,1.3,0.446
61.0,229.0,7,0.01,28.782245,,831,21.7,12,75.0,4.34,75.0,1.2,464.229758,279729.0,1.7,1.5,0.444
60.0,23.0,7,0.03,8.594570232,,0,21.1,11,58.0,5.26,51.0,1.1,477.476124,279359.0,1.9,1.7,0.44299999999999995
74.6,146.0,0,,0.0,97.0,0,33.3,0,98.0,,97.0,0.1,9252.117240000001,126265.0,6.9,6.8,0.779
74.2,148.0,0,0.01,115.27842820000001,97.0,0,32.8,0,98.0,4.81,97.0,0.1,1153.93822,126934.0,7.0,6.9,0.769
74.1,147.0,0,0.01,917.4676279999999,98.0,0,32.3,0,98.0,4.82,98.0,0.1,9637.265,1258653.0,7.0,7.0,0.765
73.9,154.0,0,0.01,915.1859205,98.0,0,31.8,0,98.0,4.76,98.0,0.1,9291.227619,1255882.0,7.1,7.0,0.7559999999999999
73.6,158.0,0,3.03,918.807245,98.0,2,31.3,0,98.0,5.2,98.0,0.1,9197.26972,125244.0,7.1,7.1,0.748
73.3,163.0,0,2.95,0.10805597300000001,99.0,12,3.7,0,99.0,5.29,98.0,0.2,8.376432000000001,1254.0,7.2,7.2,0.74
72.8,166.0,0,2.83,624.2361827999999,99.0,15,3.2,0,99.0,4.97,98.0,0.1,7318.12641,1247429.0,7.3,7.3,0.7340000000000001
72.7,166.0,0,2.49,6.6489825,99.0,12,29.7,0,99.0,4.6,98.0,0.1,83.635,1244121.0,7.4,7.3,0.728
72.9,161.0,0,3.24,582.5143743,97.0,13,29.1,0,96.0,4.24,97.0,0.1,6574.654338,123963.0,7.5,7.4,0.72
71.8,165.0,0,3.73,502.38449460000004,97.0,3,28.6,0,98.0,4.38,97.0,0.1,5695.969327000001,1233996.0,7.6,7.5,0.713
72.1,168.0,0,3.94,479.9234077,97.0,7,28.0,0,97.0,4.47,97.0,0.1,5116.45424,1228254.0,7.7,7.6,0.7040000000000001
71.9,168.0,0,4.16,509.3899943,98.0,28,27.5,0,98.0,4.29,98.0,0.1,5229.876738,12213.0,7.8,7.7,0.696
71.5,174.0,0,4.08,407.779262,97.0,777,26.9,0,99.0,4.15,98.0,0.1,4623.347642000001,121337.0,7.9,7.8,0.687
71.5,179.0,0,4.14,369.6317105,88.0,0,26.4,0,88.0,4.24,88.0,0.1,3957.51296,124621.0,7.9,7.9,0.6829999999999999
71.5,177.0,0,4.38,70.15536981,92.0,0,25.8,0,93.0,3.87,92.0,0.1,3792.1821520000003,1196287.0,8.0,8.0,0.6729999999999999
71.0,177.0,0,4.6,336.32133260000006,88.0,0,25.3,0,88.0,3.78,88.0,0.1,3861.3241399999997,1186873.0,8.1,8.1,0.667
76.7,122.0,30,,0.0,82.0,0,63.5,35,87.0,,87.0,0.1,9143.128494,12589949.0,1.5,1.5,0.758
76.6,122.0,31,5.26,168.173753,84.0,3,62.8,36,87.0,6.3,87.0,0.1,1452.27766,1242216.0,1.6,1.5,0.754
76.6,12.0,32,5.23,150.408875,82.0,0,62.1,37,83.0,6.3,83.0,0.1,1298.86766,122535969.0,1.6,1.5,0.753
76.3,123.0,33,5.29,112.69648600000001,99.0,0,61.5,38,99.0,6.21,98.0,0.1,982.5325720000001,1282837.0,1.6,1.5,0.748
76.1,124.0,34,5.3,1077.712092,98.0,3,6.8,39,97.0,6.4,97.0,0.1,9834.472689,119917.0,1.6,1.6,0.745
75.6,127.0,35,5.21,1033.0397369999998,93.0,0,6.1,40,95.0,6.39,95.0,0.1,8959.581415999999,117318941.0,1.6,1.6,0.7390000000000001
75.7,13.0,36,5.27,881.7364326999999,95.0,0,59.4,42,95.0,6.6,95.0,0.1,7748.123309999999,11555228.0,1.7,1.6,0.738
75.6,127.0,37,5.36,159.87722639999998,97.0,0,58.7,43,96.0,6.6,96.0,0.1,9689.52887,11366189.0,1.7,1.6,0.735
76.0,123.0,38,5.35,105.74761310000001,98.0,0,57.9,45,98.0,5.92,98.0,0.1,933.3416869999999,111836346.0,1.7,1.7,0.731
75.8,125.0,40,5.11,980.2537444,98.0,23,57.2,47,98.0,5.83,98.0,0.1,8767.92258,1192378.0,1.8,1.7,0.723
