life_expectancy,adult_mortality,infant_deaths,alcohol,percentage_expenditure,hepatitis_b,measles,bmi,under-five_deaths,polio,total_expenditure,diphtheria,hiv/aids,gdp,population,thinness_10-19_years,thinness_5-9_years,income_composition_of_resources
73.0,22.0,7,6.32,293.0196601,79.0,0,46.1,8,65.0,5.53,79.0,2.3,2372.628827,896776.0,3.6,3.5,0.665
71.4,189.0,7,6.43,4.67359227,63.0,0,45.1,8,74.0,5.79,82.0,2.4,38.46578,8832285.0,3.7,3.6,0.66
71.2,188.0,7,6.13,340.02399449999996,66.0,113,44.1,9,71.0,5.59,72.0,2.5,2862.154836,8697126.0,3.8,3.6,0.6559999999999999
72.0,176.0,7,6.58,44.79247812,68.0,253,43.1,9,71.0,5.9,78.0,2.5,282.4242,8562622.0,3.8,3.7,0.6509999999999999
76.2,118.0,6,,0.0,78.0,0,54.2,7,84.0,,78.0,0.1,625.62224,16144368.0,1.2,1.1,0.7390000000000001
76.0,121.0,6,3.82,79.11626341,83.0,0,53.5,7,84.0,9.16,83.0,0.1,6432.216536999999,1593112.0,1.2,1.1,0.737
76.0,121.0,6,3.77,59.12850204,87.0,0,52.8,8,87.0,7.29,87.0,0.1,674.9829,15661547.0,1.3,1.1,0.725
75.5,127.0,7,3.92,41.88087712,88.0,72,52.1,8,85.0,6.48,87.0,0.1,572.1431299999999,15419666.0,1.3,1.2,0.7170000000000001
75.3,131.0,7,3.99,344.7412164,88.0,257,51.4,8,85.0,5.92,88.0,0.1,5223.351763000001,15177355.0,1.3,1.2,0.71
75.0,134.0,7,3.95,367.9285652,55.0,0,5.7,8,88.0,5.9,91.0,0.1,4657.32361,1493469.0,1.3,1.2,0.703
75.1,137.0,7,3.87,282.1440066,91.0,0,5.0,8,91.0,5.58,94.0,0.1,4255.56571,14691275.0,1.3,1.2,0.7020000000000001
74.6,139.0,7,3.76,197.9303077,93.0,1,49.3,9,94.0,5.66,96.0,0.1,4274.95265,14447562.0,1.3,1.2,0.698
74.7,14.0,7,3.63,19.60467787,94.0,0,48.6,9,95.0,5.94,96.0,0.2,359.71886,1425453.0,1.4,1.3,0.696
74.4,144.0,8,3.52,19.13983284,96.0,0,47.9,9,92.0,5.86,96.0,0.3,335.786541,1396748.0,1.4,1.3,0.693
74.2,151.0,8,3.54,18.09317114,92.0,0,47.2,9,89.0,5.87,92.0,0.3,321.94254700000005,13735233.0,1.4,1.3,0.688
74.4,148.0,8,3.65,16.37920405,88.0,0,46.5,9,9.0,6.22,88.0,0.3,278.557892,1359647.0,1.5,1.3,0.682
74.4,151.0,8,3.69,18.26183281,82.0,0,45.8,10,97.0,6.46,87.0,0.3,244.46898,1328961.0,1.5,1.4,0.679
73.6,157.0,8,3.88,187.3843511,75.0,0,45.1,10,88.0,4.62,88.0,0.3,2183.966796,13726.0,1.5,1.4,0.675
73.4,158.0,9,4.13,14.588740300000001,69.0,2,44.3,10,9.0,3.86,89.0,0.3,193.741571,12852755.0,1.6,1.5,0.67
72.8,163.0,9,3.99,84.17527008,55.0,0,43.6,11,83.0,3.38,87.0,0.3,1451.29776,12628596.0,1.6,1.5,0.6679999999999999
79.0,159.0,51,,0.0,93.0,831,61.1,60,93.0,,93.0,0.1,,,2.8,2.8,0.688
78.0,161.0,53,0.21,0.0,94.0,831,6.2,62,94.0,5.64,94.0,0.1,,,2.8,2.8,0.6859999999999999
79.0,159.0,54,0.21,0.0,97.0,405,59.4,63,97.0,5.46,97.0,0.1,,,2.9,2.8,0.6809999999999999
72.0,165.0,54,0.23,0.0,93.0,245,58.6,64,93.0,5.29,93.0,0.1,,,2.9,2.8,0.6729999999999999
74.0,168.0,55,0.22,0.0,96.0,26,57.8,64,96.0,5.4,96.0,0.1,,,2.9,2.9,0.6709999999999999
70.0,173.0,54,0.22,0.0,97.0,16,57.0,64,97.0,4.8,97.0,0.1,,,3.0,2.9,0.665
69.9,174.0,54,0.21,0.0,97.0,608,56.2,64,97.0,5.1,97.0,0.1,,,3.0,3.0,0.659
69.8,172.0,54,0.24,0.0,97.0,668,55.5,65,97.0,4.82,97.0,0.1,,,3.1,3.0,0.6509999999999999
69.7,171.0,55,0.21,0.0,98.0,831,54.8,65,98.0,4.95,98.0,0.1,,,3.1,3.1,0.644
69.5,175.0,55,0.18,0.0,98.0,831,54.2,66,98.0,5.24,98.0,0.1,,,3.2,3.1,0.636
69.4,174.0,56,0.16,0.0,98.0,77,53.5,68,98.0,5.6,98.0,0.1,,,3.2,3.2,0.629
69.0,176.0,57,0.16,0.0,97.0,80,52.9,70,97.0,5.21,97.0,0.1,,,3.3,3.2,0.623
68.6,178.0,59,0.15,0.0,98.0,164,52.3,72,98.0,5.41,98.0,0.1,,,3.3,3.3,0.621
68.7,177.0,61,0.15,0.0,97.0,653,51.8,75,97.0,5.97,97.0,0.1,,,3.4,3.4,0.617
68.6,177.0,63,0.14,0.0,99.0,831,51.2,78,99.0,5.75,98.0,0.1,,,3.5,3.4,0.612
68.8,171.0,65,0.14,0.0,98.0,831,5.7,82,98.0,5.55,98.0,0.1,,,3.6,3.5,0.606
73.5,178.0,2,,0.0,91.0,0,56.1,2,92.0,,91.0,0.2,4127.11775,6312478.0,1.6,1.5,0.6779999999999999
73.3,181.0,2,2.52,665.7260253,93.0,0,55.4,2,93.0,6.77,94.0,0.2,3988.771871,6281189.0,1.6,1.6,0.6759999999999999
73.0,184.0,2,2.42,653.6925016,92.0,0,54.7,2,92.0,6.95,92.0,0.2,3895.6644909999995,625777.0,1.6,1.6,0.675
73.0,181.0,2,2.48,591.7757569,92.0,0,54.1,2,93.0,6.7,92.0,0.3,3827.786267,6221246.0,1.6,1.6,0.67
72.0,197.0,2,2.37,549.2783081,89.0,0,53.4,2,9.0,6.81,89.0,0.3,3736.58713,619256.0,1.7,1.6,0.6659999999999999
72.0,191.0,2,2.36,469.3904193,89.0,0,52.8,2,89.0,6.91,89.0,0.3,3474.3924450000004,6164626.0,1.7,1.6,0.662
71.4,23.0,2,2.55,416.43383989999995,91.0,0,52.1,2,91.0,6.83,91.0,0.3,3366.482133,6137276.0,1.7,1.6,0.662
71.7,194.0,2,2.68,53.95949877,98.0,0,51.4,3,98.0,6.21,98.0,0.3,357.34767400000004,61131.0,1.8,1.7,0.659
71.2,23.0,2,2.83,52.30172215,99.0,0,5.8,3,99.0,6.32,98.0,0.3,334.83817,683475.0,1.8,1.7,0.657
75.0,211.0,3,2.77,57.74562629,96.0,0,5.1,3,96.0,6.68,96.0,0.2,362.951768,656478.0,1.8,1.7,0.6509999999999999
71.0,213.0,3,2.77,440.60270419999995,89.0,0,49.4,3,89.0,7.19,89.0,0.2,2835.281237,628961.0,1.9,1.8,0.644
70.0,215.0,3,2.9,398.60583219999995,55.0,0,48.6,3,9.0,7.3,9.0,0.3,2632.79942,6775.0,1.9,1.8,0.636
69.9,29.0,3,3.1,400.1342971,94.0,0,47.8,4,93.0,7.61,94.0,0.3,2519.737387,5971535.0,2.0,1.9,0.628
73.0,24.0,3,2.97,29.68529375,81.0,0,47.0,4,81.0,7.9,81.0,0.4,248.4125,59433.0,2.0,1.9,0.621
68.9,219.0,4,2.88,332.1056586,75.0,2,46.2,4,94.0,8.2,92.0,0.4,2338.7722440000002,595962.0,2.1,2.0,0.615
69.0,218.0,4,2.79,353.6690328,99.0,0,45.3,5,98.0,8.17,98.0,0.4,2238.4116,5867626.0,2.1,2.0,0.607
58.2,32.0,3,,0.0,55.0,831,24.5,4,17.0,,16.0,4.2,1347.3125699999998,1175389.0,8.4,8.3,0.5820000000000001
57.9,32.0,3,0.01,13.40477417,55.0,13,24.0,4,24.0,3.8,2.0,4.2,192.59733,1129424.0,8.5,8.4,0.5820000000000001
57.4,327.0,3,10.72,156.3907685,,321,23.5,4,3.0,3.73,3.0,4.2,2246.9938,183746.0,8.6,8.6,0.586
56.7,337.0,3,11.89,1077.712092,,831,23.0,4,3.0,4.0,24.0,4.2,21557.6528,138593.0,8.7,8.7,0.583
56.2,344.0,3,10.99,1077.712092,,0,22.6,4,39.0,3.29,41.0,4.2,21451.886169999998,99429.0,8.9,8.8,0.58
56.1,339.0,3,9.93,1077.712092,,0,22.1,4,59.0,3.84,44.0,4.2,17136.44568,95114.0,9.0,9.0,0.589
55.7,34.0,3,7.97,115.0692415,,78,21.7,4,57.0,5.32,43.0,4.2,1653.2937,99111.0,9.2,9.2,0.59
55.4,338.0,3,8.34,1077.712092,,436,21.3,4,55.0,3.1,42.0,4.2,22742.38159,868418.0,9.3,9.3,0.5920000000000001
55.0,339.0,3,6.86,1024.5195429999999,,5,2.9,4,54.0,3.1,41.0,4.2,15761.83913,829327.0,9.5,9.5,0.5870000000000001
54.8,337.0,3,7.28,827.5979335,,0,2.5,4,52.0,3.1,4.0,4.2,12732.2759,792217.0,9.7,9.6,0.569
54.4,337.0,3,7.19,12.0661671,,0,2.2,4,5.0,3.1,39.0,4.2,185.63334,757317.0,9.8,9.8,0.563
54.1,336.0,3,6.28,44.54768305,,38,19.8,4,48.0,3.1,38.0,4.2,685.34897,724817.0,1.0,1.0,0.5529999999999999
53.8,334.0,3,7.13,309.7834587,,18,19.5,4,46.0,3.1,37.0,3.6,3577.176197,694611.0,1.2,1.1,0.5539999999999999
53.5,334.0,3,6.01,234.78742069999998,,24,19.1,4,44.0,3.1,36.0,2.9,2711.17114,66647.0,1.4,1.3,0.542
53.1,334.0,3,5.07,197.78395519999998,,831,18.7,4,43.0,3.1,35.0,2.3,2283.87939,639762.0,1.6,1.4,0.527
52.7,336.0,3,4.46,14.95451321,,0,18.3,4,41.0,3.1,34.0,1.9,172.68491,614323.0,1.7,1.6,0.0
64.7,255.0,5,,0.0,95.0,198,18.6,7,95.0,,95.0,0.4,,,8.4,8.2,0.418
64.4,261.0,5,0.01,0.0,94.0,127,18.0,8,94.0,3.34,94.0,0.4,,,8.5,8.3,0.41600000000000004
64.0,266.0,6,0.01,0.0,94.0,45,17.5,8,94.0,3.1,94.0,0.5,,,8.6,8.4,0.414
63.6,274.0,6,0.01,0.0,94.0,194,17.0,8,94.0,3.1,94.0,0.6,,,8.7,8.6,0.41
62.9,286.0,6,0.62,20.97991915,96.0,48,16.5,8,96.0,3.6,96.0,0.7,582.775532,447469.0,8.8,8.7,0.405
62.1,298.0,6,0.61,17.35739784,55.0,51,16.0,9,9.0,3.24,9.0,0.9,482.14994,43984.0,8.9,8.8,0.40399999999999997
61.4,311.0,6,0.63,1.575160196,92.0,82,15.5,9,92.0,3.3,92.0,1.0,43.754449900000004,431334.0,9.0,8.9,0.402
67.0,322.0,6,0.49,11.76572311,94.0,0,15.1,9,94.0,3.69,94.0,1.1,326.825642,4232636.0,9.1,9.1,0.406
62.0,329.0,6,1.23,11.42385961,91.0,55,14.7,9,91.0,3.29,91.0,1.3,317.3294336,4153332.0,9.2,9.2,0.405
59.7,336.0,7,0.97,10.60269773,94.0,128,14.3,9,94.0,3.3,94.0,1.4,297.82858799999997,466648.0,9.3,9.3,0.405
59.4,34.0,7,1.07,5.0646889680000005,96.0,19,13.9,9,96.0,3.1,96.0,1.6,276.75896,39697.0,9.4,9.5,0.0
59.1,342.0,7,0.64,10.26097341,84.0,24,13.6,10,98.0,3.14,98.0,1.8,287.42222430000004,3858623.0,9.6,9.6,0.0
58.8,343.0,7,0.56,6.913998013,91.0,376,13.3,10,95.0,3.5,93.0,1.9,232.79454590000003,3738265.0,9.7,9.7,0.0
58.5,343.0,7,0.83,0.703132179,86.0,460,13.1,10,92.0,4.2,9.0,1.9,21.7687981,3614639.0,9.9,9.9,0.0
58.1,345.0,7,0.61,5.593619538,,204,12.8,10,89.0,3.95,86.0,2.0,215.13921299999998,3497124.0,1.0,1.0,0.0
45.6,436.0,7,0.83,0.7359403609999999,,789,12.6,10,82.0,4.43,81.0,1.9,28.196948699999997,339281.0,1.2,1.1,0.0
77.6,119.0,0,,0.0,91.0,4,59.9,0,93.0,,93.0,0.1,1774.9291,131547.0,1.9,1.9,0.863
77.3,122.0,0,0.01,1077.712092,93.0,0,59.4,0,93.0,6.38,93.0,0.1,19941.455319999997,1314545.0,1.9,1.9,0.86
76.9,127.0,0,0.01,261.29148080000004,93.0,2,59.0,0,94.0,6.48,94.0,0.1,1929.7746,1317997.0,1.9,1.9,0.856
76.3,135.0,0,0.01,1077.712092,94.0,4,58.5,0,94.0,6.36,94.0,0.1,17421.8922,1322696.0,1.9,1.9,0.85
76.1,138.0,0,0.01,1077.712092,94.0,7,58.0,0,93.0,5.83,93.0,0.1,17454.843419999997,1327439.0,1.9,2.0,0.838
75.6,137.0,0,14.97,1077.712092,94.0,0,57.6,0,94.0,6.25,94.0,0.1,14638.6482,1331475.0,1.9,2.0,0.833
74.9,156.0,0,15.04,1077.712092,95.0,0,57.1,0,95.0,6.93,95.0,0.1,14726.318280000001,1334515.0,2.0,2.0,0.836
74.2,167.0,0,16.99,225.07236180000004,94.0,0,56.7,0,95.0,6.6,95.0,0.1,1894.5485,13379.0,2.0,2.1,0.835
73.0,189.0,0,17.87,1077.712092,95.0,1,56.3,0,95.0,5.16,95.0,0.1,16586.452,13468.0,2.0,2.1,0.8290000000000001
73.0,188.0,0,16.58,244.3510801,95.0,27,55.9,0,95.0,5.1,95.0,0.1,12595.4165,134681.0,2.1,2.2,0.8220000000000001
72.8,189.0,0,15.52,153.5045263,95.0,2,55.5,0,96.0,5.2,96.0,0.1,1338.31322,1354775.0,2.1,2.2,0.812
72.3,195.0,0,15.07,101.12011609999999,55.0,0,55.2,0,95.0,5.13,94.0,0.1,885.4651150000001,136255.0,2.2,2.3,0.805
71.9,199.0,0,11.64,132.7233922,,0,54.9,0,95.0,4.92,94.0,0.1,7174.2374150000005,13772.0,2.2,2.3,0.7979999999999999
71.2,211.0,0,11.48,7.806042825,,0,54.6,0,94.0,4.84,94.0,0.1,538.3477809999999,137935.0,2.3,2.4,0.7909999999999999
78.0,225.0,0,0.01,88.62945822,,0,54.3,0,94.0,4.85,94.0,0.1,4498.95727,1388115.0,2.4,2.5,0.7809999999999999
78.0,218.0,0,0.01,5.34809451,,9,54.0,0,93.0,5.28,93.0,0.1,47.32827,1396985.0,2.5,2.5,0.764
64.8,225.0,95,,0.0,77.0,831,17.6,194,75.0,,77.0,0.6,645.4637627000001,9987333.0,1.4,1.2,0.441
64.2,234.0,95,0.01,89.95805845,77.0,831,17.2,202,75.0,4.88,77.0,0.6,571.1622758999999,97366774.0,1.5,1.3,0.435
63.7,237.0,95,1.86,8.313282039,72.0,831,16.8,211,7.0,5.19,72.0,0.9,52.15358870000001,94887724.0,1.6,1.4,0.42700000000000005
63.3,241.0,95,1.84,86.82551124,69.0,831,16.4,221,7.0,5.77,69.0,1.2,468.567249,92444183.0,1.7,1.5,0.42200000000000004
62.6,249.0,95,1.32,67.77565369,65.0,831,16.0,231,7.0,6.55,65.0,1.4,354.8463544,946756.0,1.9,1.6,0.41100000000000003
61.8,261.0,95,1.34,67.73374413,62.0,831,15.6,243,69.0,6.86,61.0,1.7,341.39992,877267.0,11.0,1.7,0.401
68.0,274.0,95,1.17,53.77354001,56.0,831,15.3,256,65.0,4.41,58.0,2.0,379.75663849999995,85416253.0,11.1,1.8,0.39299999999999996
59.8,289.0,95,1.13,38.55783268,55.0,831,14.9,270,63.0,4.28,54.0,2.4,325.3825543,83184892.0,11.2,1.9,0.37799999999999995
58.5,39.0,95,1.06,30.46451811,55.0,831,14.5,286,61.0,4.69,5.0,2.8,243.32682200000002,8149.0,11.3,11.0,0.36200000000000004
57.2,328.0,95,1.22,22.18952246,,831,14.2,304,59.0,4.47,46.0,3.3,193.794956,7885689.0,11.4,11.1,0.34600000000000003
56.0,343.0,95,0.99,18.03753133,,357,13.8,323,56.0,4.2,44.0,3.7,161.6266248,7672783.0,11.5,11.2,0.325
55.0,354.0,95,0.86,1.5069624819999998,,73,13.5,342,54.0,4.23,4.0,4.1,135.7623858,7462445.0,11.5,11.3,0.31
54.0,363.0,95,0.79,10.97201912,,228,13.2,360,55.0,4.64,37.0,4.2,118.87344660000001,72545144.0,11.6,11.5,0.306
53.2,369.0,95,0.8,10.82452594,,831,12.9,377,55.0,4.73,35.0,4.2,111.36343559999999,7497192.0,11.7,11.6,0.298
52.5,372.0,95,0.85,1.186227577,,831,12.6,392,55.0,4.26,32.0,4.2,12.178927900000001,68492257.0,11.8,11.7,0.28300000000000003
51.2,391.0,95,0.88,11.59481766,,831,12.3,404,55.0,4.36,3.0,4.2,123.87625700000001,66537331.0,11.9,11.8,0.0
69.9,188.0,0,,0.0,99.0,0,62.7,0,99.0,,98.0,0.1,4921.89629,892149.0,4.0,3.7,0.7340000000000001
69.7,19.0,0,0.01,50.539484,99.0,0,61.9,0,99.0,4.49,98.0,0.1,546.3728,88586.0,4.0,3.7,0.727
69.6,192.0,0,0.01,460.6487805,99.0,0,61.1,0,99.0,4.26,98.0,0.1,4763.68956,879715.0,4.0,3.7,0.7190000000000001
69.4,195.0,0,0.01,431.4854874,99.0,0,6.2,0,99.0,4.16,98.0,0.1,4546.73854,873596.0,4.0,3.7,0.7140000000000001
69.2,197.0,0,0.01,401.79310449999997,99.0,0,59.5,0,99.0,4.6,98.0,0.1,4353.121392,86786.0,4.0,3.7,0.7090000000000001
69.1,2.0,0,2.25,62.08343533,99.0,0,58.7,0,99.0,4.23,98.0,0.1,3651.966784,85995.0,4.0,3.7,0.706
68.9,23.0,0,2.31,60.65068446,99.0,1,58.0,0,99.0,4.26,98.0,0.1,3369.4824700000004,851967.0,4.0,3.7,0.7040000000000001
68.7,26.0,0,1.95,81.04656111,99.0,0,57.3,0,99.0,3.68,98.0,0.1,4177.657789,84334.0,4.0,3.7,0.7
68.6,29.0,0,2.09,5.889526221000001,99.0,0,56.6,0,99.0,3.74,98.0,0.1,478.82327000000004,834812.0,4.1,3.8,0.698
68.5,211.0,0,2.06,52.12416339999999,99.0,136,55.9,0,98.0,3.84,98.0,0.1,3749.9398130000004,827411.0,4.1,3.8,0.695
68.3,214.0,0,2.02,64.39203443,99.0,0,55.1,0,97.0,3.61,96.0,0.1,3658.6383200000005,821817.0,4.1,3.8,0.6990000000000001
68.1,218.0,0,1.63,43.99452464,99.0,37,54.2,0,96.0,3.61,95.0,0.1,3332.918533,818354.0,4.2,3.9,0.691
68.0,22.0,0,1.76,253.8196705,99.0,305,53.2,0,95.0,3.35,94.0,0.1,2835.973972,816628.0,4.2,3.9,0.6890000000000001
67.9,22.0,0,1.85,206.071686,99.0,304,52.2,0,94.0,3.48,93.0,0.1,2259.55796,815691.0,4.2,3.9,0.687
67.8,221.0,0,1.93,20.711912899999998,98.0,17,51.2,0,92.0,3.28,91.0,0.1,238.891729,814218.0,4.3,4.0,0.6829999999999999
67.7,221.0,0,2.05,31.25834616,98.0,0,5.2,0,91.0,3.87,9.0,0.1,276.1338,811223.0,4.3,4.0,0.6809999999999999
81.1,76.0,0,,0.0,,2,62.1,0,97.0,,97.0,0.1,4245.39744,5479531.0,0.9,0.8,0.893
89.0,78.0,0,8.8,1077.712092,,0,61.7,0,98.0,9.68,98.0,0.1,49914.61864,5461512.0,0.9,0.8,0.89
87.0,79.0,0,8.97,1077.712092,,2,61.4,0,98.0,9.55,98.0,0.1,49638.7713,5438972.0,0.9,0.8,0.887
84.0,82.0,0,9.24,1077.712092,,0,61.0,0,99.0,9.3,98.0,0.1,47415.55987,5413971.0,0.9,0.8,0.884
83.0,86.0,0,9.81,71.01620838,,27,6.6,0,99.0,9.1,98.0,0.1,579.72415,5388272.0,0.9,0.8,0.878
79.9,89.0,0,9.72,591.6691405,,5,6.2,0,99.0,9.5,98.0,0.1,4622.4151600000005,5363352.0,0.9,0.8,0.8740000000000001
79.7,91.0,0,9.96,579.7384367999999,,2,59.8,0,99.0,9.2,98.0,0.1,4717.15571,5338871.0,0.9,0.8,0.878
79.6,94.0,0,10.26,678.88112,,5,59.4,0,97.0,8.35,98.0,0.1,5341.31487,5313399.0,0.9,0.8,0.8759999999999999
79.3,96.0,0,10.45,1077.712092,,0,59.0,0,97.0,8.9,98.0,0.1,48288.5491,528872.0,0.9,0.8,0.873
79.2,96.0,0,10.15,524.7775227,,0,58.6,0,97.0,8.38,97.0,0.1,4112.67651,5266268.0,0.9,0.8,0.8690000000000001
78.9,11.0,0,9.95,1077.712092,,1,58.1,0,97.0,8.43,97.0,0.1,38969.171630000004,524696.0,0.9,0.8,0.8640000000000001
78.7,12.0,0,9.89,1077.712092,,0,57.6,0,96.0,8.21,98.0,0.1,37636.111730000004,5228172.0,0.9,0.8,0.8690000000000001
78.4,98.0,0,9.31,1077.712092,,0,57.1,0,96.0,8.15,98.0,0.1,32816.1688,521314.0,0.9,0.8,0.866
78.1,98.0,0,9.25,1077.712092,,0,56.6,0,95.0,7.81,98.0,0.1,26834.2625,52598.0,0.9,0.8,0.863
78.0,1.0,0,8.94,1077.712092,,1,56.1,0,95.0,7.43,98.0,0.1,24913.24452,51888.0,0.9,0.8,0.856
77.5,15.0,0,8.59,397.7533689,,0,55.5,0,96.0,7.22,98.0,0.1,24253.2542,517629.0,0.9,0.9,0.847
82.4,78.0,2,,0.0,86.0,157,62.5,3,98.0,,98.0,0.1,36526.7711,6662468.0,0.7,0.6,0.894
82.2,79.0,3,11.5,1077.712092,83.0,267,62.0,3,98.0,11.54,98.0,0.1,42955.24287,66331957.0,0.6,0.6,0.89
82.0,81.0,3,11.1,1077.712092,74.0,272,61.6,3,99.0,11.56,98.0,0.1,42554.1225,6599857.0,0.6,0.6,0.887
81.5,83.0,3,11.5,751.3793552999999,78.0,0,61.1,3,99.0,11.44,98.0,0.1,4838.2444,6565979.0,0.6,0.6,0.885
81.7,83.0,3,11.8,683.9190568,74.0,831,6.6,3,99.0,11.33,98.0,0.1,4381.288,65342776.0,0.6,0.6,0.882
81.3,86.0,3,11.7,72.80012109999998,65.0,831,6.1,3,99.0,11.2,98.0,0.1,473.34279000000004,6527512.0,0.6,0.6,0.879
81.1,88.0,3,11.8,1077.712092,55.0,831,59.6,3,98.0,11.28,98.0,0.1,41631.13141,647744.0,0.6,0.6,0.879
89.0,88.0,3,11.9,1077.712092,55.0,604,59.1,3,98.0,3.1,98.0,0.1,45413.6571,6437499.0,0.6,0.6,0.877
89.0,89.0,3,12.2,64.73714894,55.0,39,58.6,3,99.0,3.1,98.0,0.1,416.58397,6416229.0,0.6,0.6,0.873
86.0,92.0,3,12.4,1077.712092,55.0,40,58.0,4,99.0,3.1,98.0,0.1,36544.5853,63621376.0,0.6,0.6,0.87
81.0,93.0,3,12.2,1077.712092,55.0,36,57.5,4,98.0,3.1,98.0,0.1,34879.72633,63179356.0,0.6,0.6,0.86
82.0,94.0,3,13.18,1077.712092,55.0,831,57.0,4,99.0,3.1,98.0,0.1,33874.74255,6274897.0,0.6,0.6,0.857
79.3,99.0,3,13.49,1077.712092,55.0,0,56.4,4,96.0,3.1,97.0,0.1,29691.18158,62244884.0,0.6,0.6,0.852
79.2,11.0,3,13.78,1077.712092,55.0,831,55.8,4,97.0,3.1,97.0,0.1,24275.2426,6185267.0,0.7,0.6,0.851
79.0,13.0,3,13.89,1077.712092,55.0,0,55.2,4,98.0,9.89,97.0,0.1,22527.31775,61357431.0,0.7,0.6,0.8490000000000001
78.8,13.0,3,13.63,1077.712092,55.0,831,54.6,4,98.0,9.77,97.0,0.1,22465.64184,6912498.0,0.7,0.6,0.8440000000000001
66.0,229.0,2,,0.0,55.0,27,36.3,3,79.0,,8.0,2.7,7388.984144,193175.0,6.1,5.9,0.6940000000000001
65.5,237.0,2,0.01,715.2816938999999,55.0,33,35.8,3,68.0,3.44,7.0,2.8,9692.163874,1875713.0,6.1,6.0,0.687
64.6,255.0,2,8.86,154.8758879,79.0,122,35.2,3,77.0,3.98,79.0,3.7,9679.742995,1817271.0,6.2,6.1,0.6779999999999999
63.5,276.0,2,8.3,805.3925284,82.0,2,34.6,3,8.0,3.13,82.0,4.2,9774.18117,1756817.0,6.3,6.2,0.669
62.8,289.0,2,8.9,133.5223672,75.0,2,34.1,3,75.0,3.12,75.0,4.2,1716.2258,169711.0,6.4,6.3,0.664
62.3,294.0,2,8.85,145.318282,67.0,1,33.5,3,68.0,3.41,67.0,4.2,8754.113376000001,16421.0,6.5,6.4,0.66
61.7,31.0,2,8.64,52.31086276,79.0,0,33.0,3,74.0,3.43,76.0,4.2,763.66223,1586754.0,6.7,6.5,0.652
61.6,298.0,2,8.75,11.05422474,82.0,3,32.4,3,81.0,3.1,82.0,4.2,194.2746,1536411.0,6.8,6.6,0.6509999999999999
61.6,291.0,2,9.02,545.4389573,75.0,0,31.9,3,78.0,3.1,81.0,4.2,8352.81711,1489193.0,6.9,6.8,0.645
61.4,288.0,2,8.01,40.53719812,55.0,90,31.4,3,44.0,3.1,45.0,4.2,727.777345,1444844.0,7.1,6.9,0.6459999999999999
65.0,37.0,2,7.72,353.2438029,55.0,0,3.8,3,44.0,3.1,45.0,4.2,6741.2939480000005,143126.0,7.2,7.1,0.64
59.7,322.0,2,8.13,443.47506339999995,,63,3.3,3,44.0,3.26,45.0,4.2,5685.577736,136425.0,7.4,7.2,0.64
59.7,32.0,2,6.47,352.232365,,0,29.8,3,44.0,3.48,45.0,4.2,4892.11618,1328146.0,7.5,7.4,0.638
59.7,315.0,2,8.34,22.69039905,,110,29.2,3,44.0,3.22,45.0,4.2,412.55271,129449.0,7.7,7.5,0.636
59.8,37.0,2,9.29,183.69807780000002,,831,28.7,3,44.0,3.23,45.0,4.2,3976.1488700000004,1262259.0,7.8,7.7,0.633
61.0,296.0,2,8.87,218.17274730000003,,15,28.1,3,44.0,3.1,45.0,4.2,4116.46693,1231122.0,8.0,7.8,0.637
61.1,262.0,3,,0.0,97.0,71,27.3,5,96.0,,97.0,1.7,,,7.3,7.2,0.45
68.0,266.0,3,0.01,0.0,96.0,1,26.7,5,97.0,7.34,96.0,1.7,,,7.5,7.3,0.449
66.0,266.0,3,0.01,0.0,97.0,0,26.0,5,96.0,6.49,97.0,1.6,,,7.6,7.5,0.445
62.0,269.0,3,0.01,0.0,98.0,0,25.4,5,98.0,6.12,98.0,1.4,,,7.8,7.7,0.44
59.8,277.0,3,3.41,0.0,96.0,0,24.8,5,95.0,6.24,96.0,1.8,,,8.0,7.9,0.441
59.3,284.0,3,3.48,0.0,97.0,2,24.1,6,97.0,5.75,97.0,2.1,,,8.2,8.1,0.439
59.0,286.0,3,2.99,0.0,97.0,0,23.5,6,97.0,5.85,98.0,2.7,,,8.4,8.3,0.434
58.7,287.0,3,2.79,0.0,98.0,0,22.8,6,96.0,5.95,96.0,3.0,,,8.6,8.5,0.426
58.5,288.0,3,2.64,0.0,97.0,0,22.2,6,94.0,5.76,95.0,3.1,,,8.8,8.7,0.42
58.2,288.0,3,2.93,0.0,95.0,0,21.5,6,94.0,5.52,95.0,3.0,,,9.0,8.9,0.415
57.7,294.0,3,2.26,0.0,95.0,0,2.9,6,94.0,4.97,95.0,3.0,,,9.2,9.1,0.41200000000000003
57.3,296.0,3,2.51,0.0,95.0,0,2.3,6,88.0,4.35,87.0,2.9,,,9.4,9.3,0.40399999999999997
57.0,297.0,3,2.47,0.0,94.0,119,19.7,6,87.0,4.22,87.0,2.7,,,9.6,9.6,0.395
56.6,298.0,3,2.08,0.0,92.0,32,19.1,6,86.0,3.75,87.0,2.5,,,9.8,9.8,0.392
56.3,3.0,3,2.25,0.0,91.0,99,18.5,6,85.0,3.71,87.0,2.3,,,1.0,1.0,0.384
55.9,33.0,3,2.18,0.0,91.0,336,18.0,6,84.0,3.61,8.0,2.0,,,1.2,1.2,0.377
74.4,129.0,1,,0.0,94.0,431,56.2,1,91.0,,94.0,0.1,3764.6491200000005,37171.0,2.7,2.8,0.768
